timestamp,detection_id,attack_type,link_id,detection_rate,latency_ms,false_positive_rate,DE_confidence,BP_score,mhv_confidence,tm_decision,modules_involved,evidence,action_taken,run_id,correlated_event_id,decoy_link_hit,detection_source
2026-01-25T15:51:02.807533,det_00011,link_forgery,00:00:00:00:00:02:33-00:00:00:00:00:11:16,99.7,6.1,1.5,1.00,0.20,0.00,0.97,DE,Decoy link hit detected from 00:00:00:00:00:02 to 00:00:00:00:00:11,immediate_quarantine,1,attack_000011,YES,DECOY_LINK_HIT
2026-01-25T15:51:29.097209,det_00012,link_forgery,00:00:00:00:00:14:55-00:00:00:00:00:0c:56,99.7,5.6,1.5,1.00,0.20,0.00,0.88,DE,Decoy link hit detected from 00:00:00:00:00:14 to 00:00:00:00:00:0c,immediate_quarantine,1,attack_000012,YES,DECOY_LINK_HIT
2026-01-25T15:51:12.760219,det_00013,link_forgery,00:00:00:00:00:11:37-00:00:00:00:00:04:30,99.7,7.4,1.6,0.89,0.20,0.00,0.94,DE,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000013,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:51:21.291595,det_00014,link_forgery,00:00:00:00:00:0d:18-00:00:00:00:00:0f:8,99.7,10.8,1.7,0.85,0.20,0.00,0.96,DE,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000014,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:51:38.958971,det_00015,link_forgery,00:00:00:00:00:04:7-00:00:00:00:00:0e:7,99.7,10.0,2.0,1.00,0.20,0.00,0.92,DE,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000015,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:51:33.726798,det_00016,link_forgery,00:00:00:00:00:05:10-00:00:00:00:00:0f:45,99.7,14.2,1.7,0.94,0.20,0.00,0.87,DE,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000016,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:51:46.724966,det_00017,link_forgery,00:00:00:00:00:0f:24-00:00:00:00:00:0e:9,99.7,11.2,1.6,0.88,0.20,0.00,0.85,DE,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000017,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:52:08.453322,det_00018,link_forgery,00:00:00:00:00:04:28-00:00:00:00:00:11:32,99.7,4.9,2.0,1.00,0.20,0.00,0.85,DE,Decoy link hit detected from 00:00:00:00:00:04 to 00:00:00:00:00:11,immediate_quarantine,1,attack_000018,YES,DECOY_LINK_HIT
2026-01-25T15:52:09.312815,det_00019,link_forgery,00:00:00:00:00:0a:15-00:00:00:00:00:06:12,99.7,11.2,1.6,1.03,0.20,0.00,0.88,DE,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000019,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:52:00.581606,det_00020,link_forgery,00:00:00:00:00:01:34-00:00:00:00:00:0b:28,99.7,10.5,1.9,1.01,0.20,0.00,0.92,DE,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000020,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:51:58.955792,det_00021,link_forgery,00:00:00:00:00:0c:19-00:00:00:00:00:11:35,99.7,4.6,1.6,1.00,0.20,0.00,0.86,DE,Decoy link hit detected from 00:00:00:00:00:0c to 00:00:00:00:00:11,immediate_quarantine,1,attack_000021,YES,DECOY_LINK_HIT
2026-01-25T15:52:26.285953,det_00022,link_forgery,00:00:00:00:00:05:42-00:00:00:00:00:06:10,99.7,12.2,2.0,0.86,0.20,0.00,0.94,DE,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000022,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:52:36.042240,det_00023,link_forgery,00:00:00:00:00:12:2-00:00:00:00:00:08:44,99.7,15.3,1.6,0.98,0.20,0.00,0.97,DE,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000023,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:52:42.185241,det_00024,link_forgery,00:00:00:00:00:0b:58-00:00:00:00:00:05:55,99.7,4.9,1.7,1.00,0.20,0.00,0.87,DE,Decoy link hit detected from 00:00:00:00:00:0b to 00:00:00:00:00:05,immediate_quarantine,1,attack_000025,YES,DECOY_LINK_HIT
2026-01-25T15:52:53.410760,det_00025,link_forgery,00:00:00:00:00:0c:56-00:00:00:00:00:07:55,99.7,4.7,1.8,1.00,0.20,0.00,0.88,DE,Decoy link hit detected from 00:00:00:00:00:0c to 00:00:00:00:00:07,immediate_quarantine,1,attack_000026,YES,DECOY_LINK_HIT
2026-01-25T15:52:49.545106,det_00026,link_forgery,00:00:00:00:00:13:61-00:00:00:00:00:06:50,99.7,5.0,2.1,1.00,0.20,0.00,0.91,DE,Decoy link hit detected from 00:00:00:00:00:13 to 00:00:00:00:00:06,immediate_quarantine,1,attack_000027,YES,DECOY_LINK_HIT
2026-01-25T15:52:47.975470,det_00027,link_forgery,00:00:00:00:00:10:57-00:00:00:00:00:03:49,99.7,5.0,1.5,1.00,0.20,0.00,0.95,DE,Decoy link hit detected from 00:00:00:00:00:10 to 00:00:00:00:00:03,immediate_quarantine,1,attack_000028,YES,DECOY_LINK_HIT
2026-01-25T15:52:56.776379,det_00028,link_forgery,00:00:00:00:00:02:50-00:00:00:00:00:10:56,99.7,5.6,2.0,1.00,0.20,0.00,0.96,DE,Decoy link hit detected from 00:00:00:00:00:02 to 00:00:00:00:00:10,immediate_quarantine,1,attack_000029,YES,DECOY_LINK_HIT
2026-01-25T15:53:08.506112,det_00029,link_forgery,00:00:00:00:00:14:55-00:00:00:00:00:0c:56,99.7,4.9,1.7,1.00,0.20,0.00,0.87,DE,Decoy link hit detected from 00:00:00:00:00:14 to 00:00:00:00:00:0c,immediate_quarantine,1,attack_000030,YES,DECOY_LINK_HIT
2026-01-25T15:53:22.783568,det_00030,link_forgery,00:00:00:00:00:04:40-00:00:00:00:00:14:43,99.7,16.6,1.6,0.88,0.20,0.00,0.97,DE,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000031,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:53:14.973429,det_00031,link_forgery,00:00:00:00:00:05:15-00:00:00:00:00:12:42,99.7,17.9,1.7,0.94,0.20,0.00,0.96,DE,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000032,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:53:18.171829,det_00032,link_forgery,00:00:00:00:00:10:21-00:00:00:00:00:09:5,99.7,13.1,1.8,0.98,0.20,0.00,0.86,DE,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000033,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:53:32.541428,det_00033,link_forgery,00:00:00:00:00:14:26-00:00:00:00:00:12:48,99.7,11.2,1.9,0.91,0.20,0.00,0.92,DE,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000034,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:53:29.766956,det_00034,link_forgery,00:00:00:00:00:10:57-00:00:00:00:00:03:49,99.7,6.1,1.6,1.00,0.20,0.00,0.91,DE,Decoy link hit detected from 00:00:00:00:00:10 to 00:00:00:00:00:03,immediate_quarantine,1,attack_000035,YES,DECOY_LINK_HIT
2026-01-25T15:53:52.762030,det_00035,link_forgery,00:00:00:00:00:14:43-00:00:00:00:00:12:45,99.7,13.0,2.1,0.90,0.20,0.00,0.91,DE,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000036,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:53:53.483789,det_00036,link_forgery,00:00:00:00:00:12:40-00:00:00:00:00:0a:27,99.7,16.9,1.6,0.87,0.20,0.00,0.95,DE,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000037,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:54:04.061336,det_00037,link_forgery,00:00:00:00:00:0c:19-00:00:00:00:00:11:35,99.7,5.2,1.9,1.00,0.20,0.00,0.95,DE,Decoy link hit detected from 00:00:00:00:00:0c to 00:00:00:00:00:11,immediate_quarantine,1,attack_000038,YES,DECOY_LINK_HIT
2026-01-25T15:53:55.110547,det_00038,link_forgery,00:00:00:00:00:04:28-00:00:00:00:00:11:32,99.7,4.2,1.9,1.00,0.20,0.00,0.92,DE,Decoy link hit detected from 00:00:00:00:00:04 to 00:00:00:00:00:11,immediate_quarantine,1,attack_000039,YES,DECOY_LINK_HIT
2026-01-25T15:53:56.747733,det_00039,link_forgery,00:00:00:00:00:11:46-00:00:00:00:00:0a:4,99.7,8.5,1.7,1.01,0.20,0.00,0.96,DE,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000040,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:54:01.712960,det_00040,link_forgery,00:00:00:00:00:07:8-00:00:00:00:00:0d:18,99.7,10.9,1.6,0.92,0.20,0.00,0.97,DE,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000041,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:54:15.567676,det_00041,link_forgery,00:00:00:00:00:06:39-00:00:00:00:00:07:6,99.7,12.3,2.0,0.96,0.20,0.00,0.88,DE,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000042,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:54:18.641034,det_00042,link_forgery,00:00:00:00:00:03:40-00:00:00:00:00:11:12,99.7,7.4,1.9,0.88,0.20,0.00,0.99,DE,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000043,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:54:18.435429,det_00043,link_forgery,00:00:00:00:00:0c:56-00:00:00:00:00:07:55,99.7,5.8,1.7,1.00,0.20,0.00,0.97,DE,Decoy link hit detected from 00:00:00:00:00:0c to 00:00:00:00:00:07,immediate_quarantine,1,attack_000044,YES,DECOY_LINK_HIT
2026-01-25T15:54:50.110607,det_00044,link_forgery,00:00:00:00:00:13:15-00:00:00:00:00:03:34,99.7,11.8,1.6,0.96,0.20,0.00,0.89,DE,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000045,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:54:42.327405,det_00045,link_forgery,00:00:00:00:00:02:33-00:00:00:00:00:11:16,99.7,5.1,1.7,1.00,0.20,0.00,0.99,DE,Decoy link hit detected from 00:00:00:00:00:02 to 00:00:00:00:00:11,immediate_quarantine,1,attack_000046,YES,DECOY_LINK_HIT
2026-01-25T15:54:52.819595,det_00046,link_forgery,00:00:00:00:00:0e:17-00:00:00:00:00:0d:2,99.7,14.0,1.6,0.93,0.20,0.00,0.89,DE,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000047,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:54:57.149591,det_00047,link_forgery,00:00:00:00:00:04:28-00:00:00:00:00:11:32,99.7,4.8,2.1,1.00,0.20,0.00,0.91,DE,Decoy link hit detected from 00:00:00:00:00:04 to 00:00:00:00:00:11,immediate_quarantine,1,attack_000048,YES,DECOY_LINK_HIT
2026-01-25T15:54:52.671954,det_00048,link_forgery,00:00:00:00:00:0f:8-00:00:00:00:00:01:25,99.7,19.1,1.5,0.93,0.20,0.00,0.95,DE,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000049,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:55:16.333455,det_00049,link_forgery,00:00:00:00:00:05:40-00:00:00:00:00:06:39,99.7,12.5,2.0,0.94,0.20,0.00,0.91,DE,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000050,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:55:23.013623,det_00050,link_forgery,00:00:00:00:00:01:31-00:00:00:00:00:08:15,99.7,20.3,2.1,0.96,0.20,0.00,0.96,DE,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000051,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:55:33.729751,det_00051,link_forgery,00:00:00:00:00:13:4-00:00:00:00:00:0a:32,99.7,8.3,1.5,0.86,0.20,0.00,0.89,DE,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000052,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:55:18.529004,det_00052,link_forgery,00:00:00:00:00:0d:15-00:00:00:00:00:0b:44,99.7,10.4,1.6,0.86,0.20,0.00,0.88,DE,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000053,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:55:38.751666,det_00053,link_forgery,00:00:00:00:00:09:21-00:00:00:00:00:06:47,99.7,9.3,2.0,0.99,0.20,0.00,0.92,DE,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000054,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:55:29.228452,det_00054,link_forgery,00:00:00:00:00:0f:43-00:00:00:00:00:14:40,99.7,13.2,1.5,0.89,0.20,0.00,0.96,DE,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000055,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:55:45.598139,det_00055,link_forgery,00:00:00:00:00:02:37-00:00:00:00:00:14:11,99.7,16.5,1.7,1.01,0.20,0.00,0.88,DE,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000056,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:56:02.121028,det_00056,link_forgery,00:00:00:00:00:01:16-00:00:00:00:00:05:19,99.7,22.2,1.7,0.87,0.20,0.00,0.92,DE,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000057,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:56:01.244494,det_00057,link_forgery,00:00:00:00:00:04:28-00:00:00:00:00:11:32,99.7,6.0,1.8,1.00,0.20,0.00,0.92,DE,Decoy link hit detected from 00:00:00:00:00:04 to 00:00:00:00:00:11,immediate_quarantine,1,attack_000058,YES,DECOY_LINK_HIT
2026-01-25T15:56:06.242672,det_00058,link_forgery,00:00:00:00:00:07:22-00:00:00:00:00:11:46,99.7,17.8,2.1,0.87,0.20,0.00,0.87,DE,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000059,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:56:22.521256,det_00059,link_forgery,00:00:00:00:00:0b:58-00:00:00:00:00:05:55,99.7,5.2,1.9,1.00,0.20,0.00,0.98,DE,Decoy link hit detected from 00:00:00:00:00:0b to 00:00:00:00:00:05,immediate_quarantine,1,attack_000060,YES,DECOY_LINK_HIT
2026-01-25T15:56:01.312638,det_00060,link_forgery,00:00:00:00:00:0b:47-00:00:00:00:00:0a:43,99.7,13.7,1.6,1.04,0.20,0.00,0.88,DE,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000061,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:56:13.257401,det_00061,link_forgery,00:00:00:00:00:14:47-00:00:00:00:00:13:7,99.7,13.9,1.8,0.90,0.20,0.00,0.92,DE,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000062,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:56:33.141947,det_00062,link_forgery,00:00:00:00:00:0d:52-00:00:00:00:00:0c:64,99.7,4.7,1.6,1.00,0.20,0.00,0.94,DE,Decoy link hit detected from 00:00:00:00:00:0d to 00:00:00:00:00:0c,immediate_quarantine,1,attack_000063,YES,DECOY_LINK_HIT
2026-01-25T15:56:41.865785,det_00063,link_forgery,00:00:00:00:00:08:14-00:00:00:00:00:03:33,99.7,12.9,1.7,0.99,0.20,0.00,0.87,DE,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000064,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:56:45.869806,det_00064,link_forgery,00:00:00:00:00:11:64-00:00:00:00:00:09:52,99.7,4.9,2.0,1.00,0.20,0.00,0.99,DE,Decoy link hit detected from 00:00:00:00:00:11 to 00:00:00:00:00:09,immediate_quarantine,1,attack_000065,YES,DECOY_LINK_HIT
2026-01-25T15:56:57.390269,det_00065,link_forgery,00:00:00:00:00:11:15-00:00:00:00:00:05:33,99.7,5.5,1.9,0.94,0.20,0.00,0.99,DE,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000066,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:56:43.249254,det_00066,link_forgery,00:00:00:00:00:12:4-00:00:00:00:00:03:17,99.7,16.8,1.6,0.98,0.20,0.00,0.94,DE,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000067,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:57:07.678415,det_00067,link_forgery,00:00:00:00:00:08:44-00:00:00:00:00:13:9,99.7,5.6,1.9,1.01,0.20,0.00,0.92,DE,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000068,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:57:00.867225,det_00068,link_forgery,00:00:00:00:00:0e:47-00:00:00:00:00:08:22,99.7,8.8,1.7,1.02,0.20,0.00,0.97,DE,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000069,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:57:11.772068,det_00069,link_forgery,00:00:00:00:00:13:18-00:00:00:00:00:01:42,99.7,11.1,1.9,1.05,0.20,0.00,0.89,DE,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000070,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:57:07.199545,det_00070,link_forgery,00:00:00:00:00:02:2-00:00:00:00:00:0f:10,99.7,6.9,1.6,1.00,0.20,0.00,0.91,DE,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000071,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:57:20.986435,det_00071,link_forgery,00:00:00:00:00:0b:36-00:00:00:00:00:0f:33,99.7,13.8,2.0,1.04,0.20,0.00,0.86,DE,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000072,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:57:13.849707,det_00072,link_forgery,00:00:00:00:00:13:51-00:00:00:00:00:02:64,99.7,5.0,1.7,1.00,0.20,0.00,0.93,DE,Decoy link hit detected from 00:00:00:00:00:13 to 00:00:00:00:00:02,immediate_quarantine,1,attack_000073,YES,DECOY_LINK_HIT
2026-01-25T15:57:24.460514,det_00073,link_forgery,00:00:00:00:00:04:42-00:00:00:00:00:13:3,99.7,19.4,1.6,1.00,0.20,0.00,0.87,DE,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000074,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:57:38.148836,det_00074,link_forgery,00:00:00:00:00:10:1-00:00:00:00:00:08:3,99.7,21.0,1.6,1.02,0.20,0.00,0.92,DE,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000075,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:57:34.784950,det_00075,link_forgery,00:00:00:00:00:12:27-00:00:00:00:00:05:17,99.7,16.3,1.8,0.89,0.20,0.00,0.91,DE,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000076,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:57:39.296820,det_00076,link_forgery,00:00:00:00:00:0e:29-00:00:00:00:00:04:17,99.7,12.3,1.5,1.01,0.20,0.00,0.99,DE,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000077,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:57:58.243245,det_00077,link_forgery,00:00:00:00:00:13:61-00:00:00:00:00:06:50,99.7,5.9,1.7,1.00,0.20,0.00,0.97,DE,Decoy link hit detected from 00:00:00:00:00:13 to 00:00:00:00:00:06,immediate_quarantine,1,attack_000078,YES,DECOY_LINK_HIT
2026-01-25T15:58:16.592732,det_00078,link_forgery,00:00:00:00:00:10:10-00:00:00:00:00:09:12,99.7,9.5,1.9,1.01,0.20,0.00,0.96,DE,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000079,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:58:06.885123,det_00079,link_forgery,00:00:00:00:00:06:22-00:00:00:00:00:13:41,99.7,8.5,1.7,0.85,0.20,0.00,0.91,DE,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000080,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:58:00.284982,det_00080,link_forgery,00:00:00:00:00:05:8-00:00:00:00:00:03:39,99.7,7.7,1.5,0.99,0.20,0.00,0.90,DE,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000081,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:58:18.587270,det_00081,link_forgery,00:00:00:00:00:13:36-00:00:00:00:00:10:24,99.7,13.8,1.7,1.00,0.20,0.00,0.95,DE,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000082,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:58:24.675192,det_00082,link_forgery,00:00:00:00:00:06:28-00:00:00:00:00:0c:11,99.7,13.3,1.9,0.93,0.20,0.00,0.89,DE,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000083,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:58:23.950496,det_00083,link_forgery,00:00:00:00:00:0c:19-00:00:00:00:00:11:35,99.7,5.6,1.7,1.00,0.20,0.00,0.99,DE,Decoy link hit detected from 00:00:00:00:00:0c to 00:00:00:00:00:11,immediate_quarantine,1,attack_000084,YES,DECOY_LINK_HIT
2026-01-25T15:58:38.503732,det_00084,link_forgery,00:00:00:00:00:10:7-00:00:00:00:00:03:38,99.7,11.6,2.1,0.90,0.20,0.00,0.85,DE,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000085,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:58:40.305266,det_00085,link_forgery,00:00:00:00:00:14:45-00:00:00:00:00:05:6,99.7,13.7,1.9,1.04,0.20,0.00,0.90,DE,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000086,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:58:36.793212,det_00086,link_forgery,00:00:00:00:00:11:64-00:00:00:00:00:09:52,99.7,4.8,1.7,1.00,0.20,0.00,0.90,DE,Decoy link hit detected from 00:00:00:00:00:11 to 00:00:00:00:00:09,immediate_quarantine,1,attack_000087,YES,DECOY_LINK_HIT
2026-01-25T15:59:05.097048,det_00087,link_forgery,00:00:00:00:00:0b:58-00:00:00:00:00:05:55,99.7,5.8,1.9,1.00,0.20,0.00,0.89,DE,Decoy link hit detected from 00:00:00:00:00:0b to 00:00:00:00:00:05,immediate_quarantine,1,attack_000088,YES,DECOY_LINK_HIT
2026-01-25T15:59:01.881432,det_00088,link_forgery,00:00:00:00:00:14:44-00:00:00:00:00:0a:26,99.7,14.2,1.6,1.01,0.20,0.00,0.95,DE,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000089,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:58:59.599443,det_00089,link_forgery,00:00:00:00:00:09:28-00:00:00:00:00:12:3,99.7,4.7,1.9,1.00,0.20,0.00,0.92,DE,Decoy link hit detected from 00:00:00:00:00:09 to 00:00:00:00:00:12,immediate_quarantine,1,attack_000090,YES,DECOY_LINK_HIT
2026-01-25T15:59:17.855130,det_00090,link_forgery,00:00:00:00:00:0b:47-00:00:00:00:00:11:32,99.7,15.1,1.5,1.04,0.20,0.00,0.92,DE,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000091,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:59:29.341436,det_00091,link_forgery,00:00:00:00:00:0e:26-00:00:00:00:00:03:38,99.7,10.9,1.7,1.04,0.20,0.00,0.89,DE,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000092,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:59:24.066826,det_00092,link_forgery,00:00:00:00:00:0e:23-00:00:00:00:00:01:2,99.7,12.6,1.6,0.89,0.20,0.00,0.87,DE,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000093,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:59:24.501659,det_00093,link_forgery,00:00:00:00:00:05:4-00:00:00:00:00:07:39,99.7,13.3,2.1,1.01,0.20,0.00,0.94,DE,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000094,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:59:35.272186,det_00094,link_forgery,00:00:00:00:00:05:20-00:00:00:00:00:0f:35,99.7,16.2,2.0,0.99,0.20,0.00,0.91,DE,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000095,NO,BEHAVIORAL_ANALYSIS
2026-01-25T15:59:34.479513,det_00095,link_forgery,00:00:00:00:00:05:38-00:00:00:00:00:0b:8,99.7,9.1,1.8,0.89,0.20,0.00,0.89,DE,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000096,NO,BEHAVIORAL_ANALYSIS
