timestamp,link_id,state,confidence_score,behavior_score,validation_score,reason,decision,detection_source
2026-01-25T15:58:23.585061,00:00:00:00:00:11:8-00:00:00:00:00:0a:16,active,0.814,0.789,0.889,initial_discovery,accept,NORMAL
2026-01-25T15:58:53.585061,00:00:00:00:00:0d:24-00:00:00:00:00:01:27,active,0.970,0.726,0.850,initial_discovery,accept,NORMAL
2026-01-25T15:59:23.585061,00:00:00:00:00:0d:24-00:00:00:00:00:06:46,active,0.897,0.948,0.838,initial_discovery,accept,NORMAL
2026-01-25T15:59:53.585061,00:00:00:00:00:05:40-00:00:00:00:00:02:22,active,0.828,0.740,0.874,initial_discovery,accept,NORMAL
2026-01-25T16:00:23.585061,00:00:00:00:00:07:15-00:00:00:00:00:13:37,active,0.889,0.891,0.946,initial_discovery,accept,NORMAL
2026-01-25T16:00:53.585061,00:00:00:00:00:03:7-00:00:00:00:00:11:29,active,0.977,0.947,0.957,initial_discovery,accept,NORMAL
2026-01-25T16:01:23.585061,00:00:00:00:00:13:18-00:00:00:00:00:0c:6,active,0.849,0.944,0.750,initial_discovery,accept,NORMAL
2026-01-25T16:01:53.585061,00:00:00:00:00:02:4-00:00:00:00:00:07:41,active,0.835,0.948,0.762,initial_discovery,accept,NORMAL
2026-01-25T16:02:23.585061,00:00:00:00:00:14:43-00:00:00:00:00:07:11,active,0.922,0.701,0.902,initial_discovery,accept,NORMAL
2026-01-25T16:02:53.585061,00:00:00:00:00:07:10-00:00:00:00:00:0a:14,active,0.883,0.828,0.790,initial_discovery,accept,NORMAL
2026-01-25T16:03:23.585061,00:00:00:00:00:04:15-00:00:00:00:00:11:15,active,0.935,0.712,0.957,initial_discovery,accept,NORMAL
2026-01-25T16:03:53.585061,00:00:00:00:00:12:9-00:00:00:00:00:14:29,active,0.908,0.790,0.896,initial_discovery,accept,NORMAL
2026-01-25T16:04:23.585061,00:00:00:00:00:0a:36-00:00:00:00:00:05:9,active,0.836,0.759,0.751,initial_discovery,accept,NORMAL
2026-01-25T16:04:53.585061,00:00:00:00:00:0d:1-00:00:00:00:00:03:29,active,0.997,0.796,0.904,initial_discovery,accept,NORMAL
2026-01-25T16:05:23.585061,00:00:00:00:00:08:10-00:00:00:00:00:05:4,active,0.924,0.744,0.966,initial_discovery,accept,NORMAL
2026-01-25T16:05:53.585061,00:00:00:00:00:10:2-00:00:00:00:00:05:15,active,0.935,0.794,0.795,initial_discovery,accept,NORMAL
2026-01-25T16:06:23.585061,00:00:00:00:00:0c:4-00:00:00:00:00:11:15,active,0.980,0.777,0.760,initial_discovery,accept,NORMAL
2026-01-25T16:06:53.585061,00:00:00:00:00:0f:13-00:00:00:00:00:01:33,active,0.943,0.713,0.806,initial_discovery,accept,NORMAL
2026-01-25T16:07:23.585061,00:00:00:00:00:06:9-00:00:00:00:00:11:28,active,0.989,0.878,0.968,initial_discovery,accept,NORMAL
2026-01-25T16:07:53.585061,00:00:00:00:00:11:1-00:00:00:00:00:0e:32,active,0.877,0.927,0.857,initial_discovery,accept,NORMAL
2026-01-25T16:08:23.585061,00:00:00:00:00:11:29-00:00:00:00:00:05:18,active,0.934,0.770,0.933,initial_discovery,accept,NORMAL
2026-01-25T16:08:53.585061,00:00:00:00:00:08:23-00:00:00:00:00:12:23,active,0.845,0.909,0.827,initial_discovery,accept,NORMAL
2026-01-25T16:09:23.585061,00:00:00:00:00:02:33-00:00:00:00:00:05:4,active,0.887,0.736,0.788,initial_discovery,accept,NORMAL
2026-01-25T15:50:15.896470,00:00:00:00:00:14:55-00:00:00:00:00:0c:56,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:50:15.004078,00:00:00:00:00:0d:52-00:00:00:00:00:0c:64,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:50:34.936684,00:00:00:00:00:11:36-00:00:00:00:00:0a:26,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:51:00.330725,00:00:00:00:00:10:16-00:00:00:00:00:11:36,quarantined,0.855,0.774,0.721,link_forgery_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T15:51:02.856545,00:00:00:00:00:02:33-00:00:00:00:00:11:16,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:51:29.145830,00:00:00:00:00:14:55-00:00:00:00:00:0c:56,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:52:08.502440,00:00:00:00:00:04:28-00:00:00:00:00:11:32,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:52:00.851384,00:00:00:00:00:10:2-00:00:00:00:00:05:15,quarantined,0.805,0.722,0.805,link_forgery_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T15:51:59.004029,00:00:00:00:00:0c:19-00:00:00:00:00:11:35,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:52:42.233853,00:00:00:00:00:0b:58-00:00:00:00:00:05:55,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:52:53.460113,00:00:00:00:00:0c:56-00:00:00:00:00:07:55,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:52:49.593384,00:00:00:00:00:13:61-00:00:00:00:00:06:50,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:52:48.024709,00:00:00:00:00:10:57-00:00:00:00:00:03:49,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:52:56.825691,00:00:00:00:00:02:50-00:00:00:00:00:10:56,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:53:08.554134,00:00:00:00:00:14:55-00:00:00:00:00:0c:56,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:53:15.350854,00:00:00:00:00:11:1-00:00:00:00:00:0e:32,quarantined,0.800,0.678,0.895,link_forgery_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T15:53:29.816208,00:00:00:00:00:10:57-00:00:00:00:00:03:49,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:54:04.110115,00:00:00:00:00:0c:19-00:00:00:00:00:11:35,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:53:55.158605,00:00:00:00:00:04:28-00:00:00:00:00:11:32,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:54:18.484203,00:00:00:00:00:0c:56-00:00:00:00:00:07:55,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:54:50.373559,00:00:00:00:00:06:26-00:00:00:00:00:07:28,quarantined,0.781,0.606,0.864,link_forgery_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T15:54:42.375524,00:00:00:00:00:02:33-00:00:00:00:00:11:16,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:54:57.197887,00:00:00:00:00:04:28-00:00:00:00:00:11:32,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:55:45.899858,00:00:00:00:00:12:9-00:00:00:00:00:14:29,quarantined,0.892,0.685,0.856,link_forgery_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T15:56:01.293581,00:00:00:00:00:04:28-00:00:00:00:00:11:32,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:56:22.570118,00:00:00:00:00:0b:58-00:00:00:00:00:05:55,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:56:33.191380,00:00:00:00:00:0d:52-00:00:00:00:00:0c:64,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:56:45.917877,00:00:00:00:00:11:64-00:00:00:00:00:09:52,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:57:07.926740,00:00:00:00:00:10:2-00:00:00:00:00:05:15,quarantined,0.799,0.601,0.747,link_forgery_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T15:57:13.898017,00:00:00:00:00:13:51-00:00:00:00:00:02:64,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:57:58.291786,00:00:00:00:00:13:61-00:00:00:00:00:06:50,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:58:23.999213,00:00:00:00:00:0c:19-00:00:00:00:00:11:35,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:58:40.710724,00:00:00:00:00:05:40-00:00:00:00:00:02:22,quarantined,0.789,0.779,0.862,link_forgery_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T15:58:36.841958,00:00:00:00:00:11:64-00:00:00:00:00:09:52,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:59:05.146357,00:00:00:00:00:0b:58-00:00:00:00:00:05:55,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:58:59.647910,00:00:00:00:00:09:28-00:00:00:00:00:12:3,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T15:59:40.357772,00:00:00:00:00:0b:44-00:00:00:00:00:11:12,quarantined,0.754,0.756,0.869,link_forgery_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:00:09.116637,00:00:00:00:00:04:28-00:00:00:00:00:11:32,quarantined,1.0,0.1,0.1,decoy_hit_link_forgery,reject,DECOY_LINK_HIT
2026-01-25T16:02:11.583354,00:00:00:00:00:11:64-00:00:00:00:00:09:52,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:02:40.756201,00:00:00:00:00:13:51-00:00:00:00:00:02:64,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:02:30.379491,00:00:00:00:00:02:50-00:00:00:00:00:10:56,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:02:52.706860,00:00:00:00:00:0b:58-00:00:00:00:00:05:55,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:03:16.873290,00:00:00:00:00:11:36-00:00:00:00:00:0a:26,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:03:02.359908,00:00:00:00:00:11:8-00:00:00:00:00:0a:16,quarantined,0.738,0.678,0.843,lldp_replay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:03:32.004437,00:00:00:00:00:11:36-00:00:00:00:00:0a:26,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:03:36.987642,00:00:00:00:00:10:2-00:00:00:00:00:05:15,quarantined,0.719,0.705,0.736,lldp_replay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:03:51.887686,00:00:00:00:00:0d:52-00:00:00:00:00:0c:64,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:03:35.395806,00:00:00:00:00:10:57-00:00:00:00:00:03:49,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:04:06.133899,00:00:00:00:00:07:18-00:00:00:00:00:14:35,quarantined,0.799,0.771,0.745,lldp_replay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:04:02.688000,00:00:00:00:00:0e:43-00:00:00:00:00:02:48,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:04:37.404239,00:00:00:00:00:02:50-00:00:00:00:00:10:56,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:05:13.190167,00:00:00:00:00:0d:52-00:00:00:00:00:0c:64,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:05:16.452988,00:00:00:00:00:0f:21-00:00:00:00:00:0b:33,quarantined,0.755,0.660,0.868,lldp_replay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:05:37.396967,00:00:00:00:00:10:57-00:00:00:00:00:03:49,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:06:16.555479,00:00:00:00:00:0b:58-00:00:00:00:00:05:55,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:06:18.154887,00:00:00:00:00:13:18-00:00:00:00:00:0c:6,quarantined,0.810,0.721,0.747,lldp_replay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:06:24.876164,00:00:00:00:00:10:57-00:00:00:00:00:03:49,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:06:18.375127,00:00:00:00:00:04:16-00:00:00:00:00:05:27,quarantined,0.718,0.776,0.900,lldp_replay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:06:52.310719,00:00:00:00:00:04:16-00:00:00:00:00:05:27,quarantined,0.878,0.772,0.792,lldp_replay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:06:56.153512,00:00:00:00:00:11:36-00:00:00:00:00:0a:26,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:07:22.847063,00:00:00:00:00:11:64-00:00:00:00:00:09:52,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:07:31.085816,00:00:00:00:00:09:28-00:00:00:00:00:12:3,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:07:47.698144,00:00:00:00:00:04:28-00:00:00:00:00:11:32,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:08:15.918785,00:00:00:00:00:04:28-00:00:00:00:00:11:32,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:08:06.774429,00:00:00:00:00:10:57-00:00:00:00:00:03:49,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:08:40.509363,00:00:00:00:00:02:33-00:00:00:00:00:05:4,quarantined,0.862,0.638,0.864,lldp_replay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:08:44.552557,00:00:00:00:00:0b:58-00:00:00:00:00:05:55,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:09:21.148265,00:00:00:00:00:09:28-00:00:00:00:00:12:3,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:09:03.153088,00:00:00:00:00:10:2-00:00:00:00:00:05:15,quarantined,0.889,0.725,0.871,lldp_replay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:09:15.131499,00:00:00:00:00:14:4-00:00:00:00:00:03:32,quarantined,0.720,0.672,0.858,lldp_replay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:09:44.222690,00:00:00:00:00:04:28-00:00:00:00:00:11:32,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:09:58.788110,00:00:00:00:00:13:34-00:00:00:00:00:10:30,quarantined,0.880,0.685,0.875,lldp_replay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:09:56.892755,00:00:00:00:00:0f:13-00:00:00:00:00:01:33,quarantined,0.721,0.740,0.815,lldp_replay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:10:08.273126,00:00:00:00:00:13:61-00:00:00:00:00:06:50,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:10:02.524984,00:00:00:00:00:0d:1-00:00:00:00:00:03:29,quarantined,0.782,0.655,0.884,lldp_replay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:10:16.106393,00:00:00:00:00:0d:52-00:00:00:00:00:0c:64,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:10:34.017185,00:00:00:00:00:01:13-00:00:00:00:00:05:45,quarantined,0.744,0.607,0.713,lldp_replay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:10:34.116163,00:00:00:00:00:0d:24-00:00:00:00:00:06:46,quarantined,0.716,0.726,0.809,lldp_replay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:10:53.616819,00:00:00:00:00:0c:17-00:00:00:00:00:13:27,quarantined,0.875,0.690,0.803,lldp_replay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:10:54.733413,00:00:00:00:00:04:28-00:00:00:00:00:11:32,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:11:30.897171,00:00:00:00:00:0b:44-00:00:00:00:00:11:12,quarantined,0.852,0.670,0.772,lldp_replay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:11:34.403933,00:00:00:00:00:04:28-00:00:00:00:00:11:32,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:11:52.158265,00:00:00:00:00:0c:19-00:00:00:00:00:11:35,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:11:56.392422,00:00:00:00:00:04:16-00:00:00:00:00:05:27,quarantined,0.885,0.646,0.822,lldp_replay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:11:48.178454,00:00:00:00:00:13:51-00:00:00:00:00:02:64,quarantined,1.0,0.1,0.1,decoy_hit_lldp_replay,reject,DECOY_LINK_HIT
2026-01-25T16:14:00.238737,00:00:00:00:00:08:6-00:00:00:00:00:07:37,quarantined,0.842,0.622,0.755,lldp_relay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:14:43.671521,00:00:00:00:00:11:18-00:00:00:00:00:14:47,quarantined,0.890,0.654,0.899,lldp_relay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:14:57.902993,00:00:00:00:00:0f:21-00:00:00:00:00:0b:33,quarantined,0.793,0.698,0.828,lldp_relay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:16:02.866889,00:00:00:00:00:06:9-00:00:00:00:00:11:28,quarantined,0.746,0.717,0.800,lldp_relay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:16:39.806531,00:00:00:00:00:10:32-00:00:00:00:00:05:15,quarantined,0.715,0.624,0.770,lldp_relay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:18:03.919752,00:00:00:00:00:08:6-00:00:00:00:00:07:37,quarantined,0.807,0.624,0.875,lldp_relay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:19:11.246764,00:00:00:00:00:0c:15-00:00:00:00:00:08:6,quarantined,0.822,0.687,0.894,lldp_relay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:19:47.838746,00:00:00:00:00:0f:21-00:00:00:00:00:0b:33,quarantined,0.729,0.657,0.856,lldp_relay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:19:54.656546,00:00:00:00:00:09:40-00:00:00:00:00:0d:7,quarantined,0.811,0.667,0.737,lldp_relay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:20:26.422595,00:00:00:00:00:08:38-00:00:00:00:00:04:4,quarantined,0.857,0.743,0.837,lldp_relay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:20:53.072894,00:00:00:00:00:07:15-00:00:00:00:00:13:37,quarantined,0.810,0.792,0.849,lldp_relay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:23:34.249101,00:00:00:00:00:07:32-00:00:00:00:00:13:17,quarantined,0.722,0.640,0.726,lldp_relay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:23:39.846446,00:00:00:00:00:0f:21-00:00:00:00:00:0b:33,quarantined,0.842,0.791,0.753,lldp_relay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:23:47.450534,00:00:00:00:00:08:5-00:00:00:00:00:0f:20,quarantined,0.804,0.766,0.845,lldp_relay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:23:55.476469,00:00:00:00:00:14:43-00:00:00:00:00:07:11,quarantined,0.726,0.678,0.813,lldp_relay_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:26:06.095946,00:00:00:00:00:08:23-00:00:00:00:00:12:23,quarantined,0.719,0.770,0.706,topology_freezing_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:26:44.699501,00:00:00:00:00:13:18-00:00:00:00:00:0c:6,quarantined,0.848,0.714,0.747,topology_freezing_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:27:19.016656,00:00:00:00:00:10:32-00:00:00:00:00:05:15,quarantined,0.737,0.672,0.721,topology_freezing_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:28:27.333135,00:00:00:00:00:06:9-00:00:00:00:00:11:28,quarantined,0.883,0.652,0.828,topology_freezing_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:29:26.526320,00:00:00:00:00:0a:21-00:00:00:00:00:11:35,quarantined,0.754,0.632,0.835,topology_freezing_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:29:49.511143,00:00:00:00:00:08:6-00:00:00:00:00:07:37,quarantined,0.810,0.728,0.749,topology_freezing_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:30:07.656287,00:00:00:00:00:11:29-00:00:00:00:00:05:18,quarantined,0.887,0.764,0.867,topology_freezing_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:30:23.915088,00:00:00:00:00:07:18-00:00:00:00:00:14:35,quarantined,0.868,0.686,0.771,topology_freezing_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:32:48.241706,00:00:00:00:00:0f:21-00:00:00:00:00:0b:33,quarantined,0.789,0.712,0.825,topology_freezing_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:33:11.736200,00:00:00:00:00:0c:15-00:00:00:00:00:08:6,quarantined,0.885,0.728,0.782,topology_freezing_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:33:32.903201,00:00:00:00:00:04:16-00:00:00:00:00:05:27,quarantined,0.888,0.699,0.801,topology_freezing_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:33:33.156238,00:00:00:00:00:11:18-00:00:00:00:00:14:47,quarantined,0.826,0.611,0.780,topology_freezing_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:34:04.789920,00:00:00:00:00:0d:24-00:00:00:00:00:01:27,quarantined,0.713,0.654,0.770,topology_freezing_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:34:34.375627,00:00:00:00:00:08:10-00:00:00:00:00:05:4,quarantined,0.886,0.764,0.841,topology_freezing_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:35:44.845276,00:00:00:00:00:10:2-00:00:00:00:00:05:15,quarantined,0.797,0.781,0.873,topology_freezing_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:35:50.482934,00:00:00:00:00:11:8-00:00:00:00:00:0a:16,quarantined,0.847,0.736,0.771,topology_freezing_detected,reject,BEHAVIORAL_ANALYSIS
2026-01-25T16:38:02.581114,00:00:00:00:00:0d:52-00:00:00:00:00:0c:64,quarantined,1.0,0.1,0.1,decoy_hit_switch_spoofing,reject,DECOY_LINK_HIT
2026-01-25T16:38:31.385999,00:00:00:00:00:11:64-00:00:00:00:00:09:52,quarantined,1.0,0.1,0.1,decoy_hit_switch_spoofing,reject,DECOY_LINK_HIT
2026-01-25T16:38:26.334688,00:00:00:00:00:14:43-00:00:00:00:00:07:11,quarantined,0.830,0.692,0.772,switch_spoofing_detected,reject,BEHAVIORAL_ANALYSIS
